Classe,Texto
neu,@oBarbudinho @cirogomes Parece que você levou desaforo para casa hein
neu,@RomuloBDias @cirogomes Ciro é Bolstanaro.. mesma moeda.
neu,"@edubtalves A pergunta é:
Se o bolsonaro tá usando as críticas do @cirogomes ao lula, por que o lula não usa as críticas do @cirogomes ao bolsonaro?"
neu,"@cirogomes @HyagoAlvesFerr1 @CartunistaT Kkkkkkkkk... Ciro não votarei em vc, mas vc me diverte bastante."
neg,"Se Bozo ganhar, a culpa será inteiramente do @cirogomes, que está bem abaixo nas pesquisas e só pensa nele ao invés de pensar no povo brasileiro q está sofrendo com essa tragédia bolsonarista. Atacando o Lula, só ajuda ainda mais o Bozo, ele finge não Ver. https://t.co/B1hM3bXAJl"
neg,"Ciro Gomes é a quinta coluna do Bolsonarismo, assim como seu partido o PDT."
neg,"@cirogomes Ciro vc é um mentiroso, sabemos bem qual é a sua verdadeira intenção."
neg,"@sacha_faria Ciro Gomes sabe que só terá votos de quem é de esquerda. Infelizmente é a estratégia que está usando,  tirar votos de Lula e tudo isso está favorecendo Bolsonaro. É um trouxa."
neg,"@simonetebetbr @cirogomes Esse lobo  solitário citado  pela  Sra, que calou os concorrentes  de Bolsonaro,  são os responsáveis por isso,  afinal, qual foram as medidas adotadas pelo congresso e o senado, que inclusive a Sra representa ?"
neu,@Ansolacerda @coisasqueodeioy @cirogomes @LulaOficial Lula e Bolsonaro são a mesma coisa.
neg,"@RideBrasil @LulaOficial @cirogomes Mudando ou não, esse aí nunca mais terá meu voto. 
Ele ultrapassou a linha do razoável  a muito tempo e se mostrou um CANALHA. Por mim vai pra lata do lixo."
neu,"@simonetebetbr @cirogomes CANDIDATA, PARE DE ATACAR E MOSTRE AS SUAS PROPOSTAS DE GOVERNO (SE É QUE TEM PROPOSTAS). 🙄
ESSE SEU DISCURSO HIPÓCRITA, O BRASILEIRO JÁ ESTÁ DE SACO CHEIO!!! 🤬"
neu,"Ciro Gomes abre o jogo sobre ataque de bolsonarista durante passagem por Porto Alegre
https://t.co/GZyyDykq4E"
neg,"Cara independente da sua posição, você tem de ler o livro do @cirogomes , ele não mostra apenas um plano, ele mostra o desmonte do Brasil.

Me dá até ansiedade de ver esse quadro, eu era um completo leigo."
neu,"AS MAIS LIDAS DA SEMANA - Ciro Gomes e o erro no tratamento das pautas identitárias, por Luis Nassif 
https://t.co/lsknopfSJY"
neu,"@cirogomes Eu penso em Votar em Você Ciro, mas Você diz que Prova que Bolsonaro Roubou e que prova que Lula Roubou então pq Não denuncia os 2 e Prova tudo e manda os 2 pra cadeia ao invés de só falar?"
neu,"Campanha por voto útil em Lula bomba nas redes https://t.co/kyZV2zclZ4 Após Tico Santa Cruz sinalizar voto útil em Lula, artistas e escritores se mobilizam nas redes para atrair eleitores de Ciro Gomes e Simone Tebet para consolidar derrota de Bolsonaro no primeiro turno."
neu,@MarinaSilva @GuilhermeBoulos @cirogomes nao vi cometário seu sobre esse episódio : https://t.co/u5KEH5XVix
neu,O que Ciro Gomes fará num segundo turno? https://t.co/CXLKY68UdX
neu,"@augustodeAB Realmente é inexplicável, meu voto é @cirogomes tb, mas aqui Augusto eu me sinto no dever de dizer que o PT está usando os mesmos métodos, em alguns casos, que o Bolsonaro talvez valesse uma reflexão ao PT e essa estratégia, como a utilizada pelo @AndreJanonesAdv"
neu,@LulaOficial Segundo Ciro Gomes vc é encantador de serpente! Já conhecemos o Nine paz e amor.🤣🤣🤣
neu,"@MarinaSilva @GuilhermeBoulos @cirogomes Todos esses que incitam a violência e à desobediência civil, deveriam ser considerados criminosos! Invadir propriedades privadas e estar envolvidos em corrupção, idem! https://t.co/xLzEULIEEb"
neu,Nada tira da minha cabeça que o príncipe William parece muito ser filho do Ciro Gomes
neu,"@flaviogomes69 @JornalismoWando @cirogomes Olha o cabo eleitoral aqui, até na propaganda ele apareceu:
https://t.co/f220GMhBAk"
neu,"Minha solidariedade a @cirogomes, @GuilhermeBoulos, @DuzinhoBaixinho, @DudaSalabert, tantos outros que foram atacados de diferentes formas.
Mas iremos virar o jogo."
neu,"@cirogomes @MegaCiraoAtomic Não existe polarização odienta quando só um lado está se armando, só um lado está usando o estado para perseguir e só o outro lado está sendo caçado e morto!! Erro conceitual grave! Polarização era com FHC!"
neu,@cirogomes @MegaCiraoAtomic Ciro... esquece o Lula. Já tá ridículo isso. Vc tem conteúdo pra caramba. Não precisa virar lava-jatista. Deixou de criticar projeto e virou pessoal. Eu não tenho nada a ver com seu problema pessoal com Lula. Vcs se resolvam na justiça. Isso não é da minha conta.
neu,Homem causa confusão durante passagem de Ciro Gomes pelo Acampamento Farroupilha https://t.co/HVpvK2PMnL
neu,"@JasonConserv @cirogomes Eu nao “gosto” d político nenhum e acho a Política brasileira uma mentira. Na situação d refém em q o povo está, o mínimo a fazer é descarrilhar a máquina a cada 4 anos (enfraquecer poder d alianças corruptas). Simpatizo muito c/Ciro,mas ele está em companhias q não aceito."
neu,"A intolerância tirou mais uma vida', diz Lula sobre assassinato de petista por bolsonarista no MT | Eleições 2022 | G1 https://t.co/wunAZWth0D"
neg,"Hahahaha! Hahahaha! O LuLadrão não mudou nada. Hahahaha Continua Mentiroso, Canalha, Covarde, etc. .. Chega a Ser Nojento! https://t.co/GKMeqgAkHQ"
neg,"@BethK32279062 @slpng_giants_pt BethK - Lula é amor pelos : 
Sequestradores do Abilio Diniz.
Assassino Cesare Battisti .
Ditadores de Cuba , Venezuela , Nicaragua...etc
Ladrões de celular . 
ADIMIRA 👇
HITLER 
MAO TSE TUNG
CHE GUEVARA 
MARIGUELA
Ou seja tudo o que é ruim ele admira ."
neu,VIOLÊNCIA POLÍTICA: APOIADOR DE BOLSONARO ATACA DEFENSOR DE LULA | Diret... https://t.co/8R3UIT2RLc via @YouTube
neg,"Lula não tem condições morais de criticar outros candidatos.
 Ele foi o maior ladrão do mundo e chefe da quadrilha do PT segundo Ciro Gomes e Professor Marco Antônio Villa respectivamente."
neg,"@LulaOficial O Lula se tornou o que ele mais critica: Bilionário Misógino, Racista, homofóbico, anti indígena em uma só foto. 
Os burros vão atrás dele ainda 🤣🐴🐴 https://t.co/oSTSHlIR5t"
neg,@LulaOficial @ricardostuckert A cara de pau desse de senhor chamado Lula não tem limites...como pode alguém que apoia o aborto querer aliança com a igreja??
neg,"@thaispsic Se as manifestações populares do 7 de setembro foi feita por um grupo criminoso estilo Ku Klux Klan então caso Lula tivesse poder, ele mandaria prender todos que lá estavam. Repressão típica de regimes totalitários contra todos que ousem de divergir. Mantenham-se alertas!"
neu,Lula se reúne com evangélicos no RJ | AFP https://t.co/oOBZAqRV8G
pos,"Chapa de lula Jamais poderá ser cassada!!!!

Nós, o povo, é que queremos enterrar essa bandido para sempre na política. E que ele viva muito para ver o PT sendo destruido e deixando de existir https://t.co/2aTnUlx2Tm"
neu,No segundo turno se for Lula e Bolsonaro ANULO. https://t.co/Kd9PjhDpd0
neg,"@senadorhumberto Eleitores do lula invadem casas,fazendas etcetera kkkkkk."
neg,"""Ei bigodao coloca o Lula na prisão kkkkkk"" https://t.co/rLB9LoEtI1"
neg,"@andrade1902 Olha, não era uma má ideia não ein?! No Lula eu não voto nem se minha vida depender disso, mas no Geraldo tem conversa"
pos,@LulaOficial ESTOU COM LULA❤️🚩🇧🇷 https://t.co/8MukN1f92w
pos,depois o bonner fala que é o lula que tem apoiadores radicais https://t.co/3L4IxcWOJm
neg,"qndo vejo alguém chamar o lula de presidente eu sinto uma dor pior q um chute no meu saco,  e até qndo o chamam de ex presidente já me dá gastrite."
neg,@fiuzaopressor já tive 2 contas canceladas por criticar o Luladrão. https://t.co/Gqv5S29f1Q
pos,@Janoninho_ LULA SOBE BOLSONARO BROXA
pos,@Janoninho_ É LULA E PONTO FINAL
pos,"@simoneavila10 Isso só confirma que em outubro É LULA E PONTO FINAL.
#LulaLidera"
pos,"@Felipe_Felipao1 @johallack Faz isso se concentra em virar voto pro Lula.
O que te incomoda deixa de lado"
neu,"Bolsonarista é preso em MT após matar e tentar decapitar apoiador de Lula em briga política
 https://t.co/vh6fN6HR3R"
neg,"@guilherme_amado Jumentos...não foi defendido..foi comentado...

Eu também prefiro regime militar...do quer ter um bandido no Governo.. luladrão 

Seu babaca"
neg,"Você votar em Rafael Fonteles, Wellington Dias e Lula ultrapassa todos os limites da insanidade. Beira o masoquismo"
pos,Ouçam o Lula: https://t.co/H1M2P1H0WM
pos,"Se você ainda está na dúvida, vota no Lula só para matar a curiosidade do sigilo de 100 anos 😎 https://t.co/4RRlS4FRmf"
neg,@OGloboPolitica Lula é um bandido
neg,"@xicosa Lulismo tb mata,Lula elogio um petista que empurrou um homem contra um caminhão,Lula nunca condenou as violentas invações do mst."
pos,"@ciro_nogueira LULA no primeiro turno,vai ser a coisa mais linda do mundo."
neg,"@geraldoalckmin @LulaOficial Alem de mentiroso, cara de pau, igualzinho a luladrão."
pos,@MARCOAU27217508 @LulaOficial Disso aqui ninguem lembra ne? Se bem que esses fdp vão detonar Lula seja qual for o motivo. #LulaNoPrimeiroTurno https://t.co/31PSQ7ps01
neu,@PMERJ Lula faz comício em nova Iguaçu. Petrobras sofre tentativa de assalto
pos,@OGloboPolitica Sr: Luiz LuLa eis q. Foi o melhór presidente da República do Brasil e a Dilma Rousseff foi a piór como presidenta
pos,@PauloMartins10 Ele está certíssimo. MEU PRESIDENTE É LUIZ INÁCIO LULA DA SILVA
neu,"Esses vídeos acabaram comigo. É compreensível que não apoiem o Lula, mas não consigo aceitar que defendam o bolsonaro. Homem mais desprezível que já existiu nesse Brasil https://t.co/gDQ10mBSVj"
neg,@MarceloFreixo O filho de luladrao comprou quantos??? E luladrao ROBOU QUANTO?
neu,"@tricolisa nunca tinha ouvido falar
achei comiquissimo ele votar nesses dois e no lula KKKKKK eu amo como NADA é linear"
pos,"@Nilsonhandebol Por que é proibido dizer LULA
 SUBIU,GASOLINA CAIU?"
pos,"@AmorimJucileide O povo decidiu 
Lula
é
 O 
Presidente 

do

B R A S I L"
neg,"@Contra_fatos Pelo amor de Deus, que vai segue este bosta, a não seja um eleitor do Lula pra tomar o celular, viu a cara de babaca deste cara, DAI já era vai ""ganhar"" o IPhone dele em 3 segundos,.."
pos,@jacquelinerolim @LulaOficial Vendo esse depoimento tenho certeza que estou do lado certo. Lula Presidente.
neg,"@AlexAleluia Lula é o cãozinho do sistema e a Janja seu objeto político, tudo na vida desse ladrão é uma farsa, menos a corrupção, essa foi grande"
neu,""" O Lula é o pai dos pobres ou pai dos Bancos "" 
Tire suas conclusões e veja porque alguns bancos estão contra Bolsonaro. https://t.co/COpWsjrfWA"
neg,@fabiofaria Depois  mídia mentiroso vermis corrupto vagabundos vermis rato d esgoto falam a LULADRÃO esta liderando nas pesquisas mentirosas
pos,"@kimpaim LULA SOBE BOLSONARO BROXA 
51 IMÓVEIS EM DINHEIRO VIVO https://t.co/2C4tWLXKlc"
neu,"Belém participa do Dia de Mobilização Nacional (10) em apoio à Lula
https://t.co/N4u1HDAJG9"
neu,"KKKK me divirto 
É tipo papai Lula e Samuel bozo, quando eles discutem e engraçado kajakakaja"
neu,"@piresdosreis @audinovilao diz q o Lula está longe de se o candidato ideal, vc discorda? pra vc ele é o candidato ideal?"
pos,"Lula no primeiro turno, https://t.co/WTIPdG3yV9"
pos,SE O LULA FOR ELEITO VAI SER 4 DE GLÓRIA PRO POVO BRASILEIRO!!!! https://t.co/8HyuObPOit
neg,"@RejaneHonorio @Metropoles Na Suiça, só pode ter sido, no meio da branquitude européia, advinda do macaco, como todos os mortais. É um idiota. Eu não suporto Lula."
neu,"O contador de mentiras volta em cena - agora ele deu de fazer stand- up de comédia.Isso que dá,não assistir as manifestações.Os brancos,pretos,pobres e desempregados estão cansados de líderes como Lula - que só sabe humilhar,dividir e degradar o povo brasileiro. Respeito Lula-lá https://t.co/0SnxH3gDMG"
pos,"@TomLab8 Wel uma dica, coloca uma 🚩 ao lado da bandeira do Brasil, assim identifica vc como ligado ao Lula."
pos,"@tesoureiros Bolsonaro tem o aval dessa mídia golpista pra falar isso...A própria mídia fala que o Bolsonarismo é Lulismo sao iguais...MENTIRA, Lula prega AMOR❤,  e os lulistas não saem matando e intimidando pessoas! #bolsonarismoMata"
neu,"@AletorreB @SniaGarcia8 @fonseksabrina Odeio tanto Bolsonaro, que até em Ciro eu votaria se fosse necessário pra tirar ele.
Eu votaria No Boulos, Enéias, FHC, Collor, votaria em qualquer política contrária a minha, desde que DEMOCRÁTICA.
Quando vcs falam ""não voto em Lula nem pra tirar Bolsonaro, é o fim em si msm."
neu,"LULA
ou
BOLSONARO?"
pos,"“É Lula, Camilo e Elmano, 13! 13!”

Em tom de “tem cabaré essa noite”. Bom dimai."
pos,"@elcifmorais1 Parabéns Lula, falou tudo 👏🏾👏🏾 https://t.co/ot1mvaSG8t"
pos,FALTAM 4 DOMINGOS PARA ACABAR COM 100 ANOS DE SIGILO! #Lula13NoPrimeiroTurno #LulaNo1ºTurno #LulaNoPrimeiroTurno #Lula13 #Lula2022 #lula
pos,"@DoraKramer Pode ficar tranquila, não precisa confundir LULA PRESIDENTE com Bolsonaro.🐂🐂🐂🐂🐂"
pos,"Copie e cole. Sou filiado ao PT e Voto em Lula! Sou Lula! Quem  for votar no Lula, me segue que eu sigo de volta! Esquerda segue Esquerda! 

@Nilsonhandebol

@LulaOficial Presidente no PRIMEIRO TURNO!"
neg,"@taoquei1 E nessa foto da Elite da Esquerdalha ?
Também tem só brancos, a Elite da Esquerdalha seria então formada por ""supremacistas brancos"" como disse o Lula sobre o palanque em Copacabana ?Esconderam os capuzes da ""Cuscuz Clan"" ?🤣🤣🤣🤦‍♂️🤦‍♂️🤦‍♂️ https://t.co/SXZ5Vgv3rW"
pos,"O erro foi ter votado no Ciro no 1° turno em 2018. Se fosse pra votar em quem se encaixava com os meus posicionamentos, teria ido no Boulos. Conclusão: fui na de loucura dos ciristas com voto útil e o queridão não passou dos 13%.

Esse ano é Lula pro Brasil ser feliz de novo https://t.co/uAOAIqc5OT"
pos,"Quem vai votar 13, escreve aqui: É LULA E PONTO FINAL.
#LulaLidera"
pos,"é q to dizendo, até dia 2 vai ter posto oferecendo combustivel! e eu vou lá receber pra encher o tanque e ir votar em lula! #ForaBolsonaro https://t.co/EVWKA8AVuE"
neg,"Lula, líder da bancada do PT, orientou seu partido a votar contra a Constituição de 1988 que foi a Carta Política mais moderna, justa e eficiente da história do país. 
Na propaganda eleitoral, discursos e debates esconde essa posição incomoda  e despropositada. 
Explica aí LULA! https://t.co/SvcdGWftjg"
pos,"Agr a música n sai da cabecaaA

É Lula Camilo e Elmano, TREZE, TREZE"
pos,"Enquanto eles tentam te assustar com velhos fantasmas, você sabe que Lula foi o presidente que mais fez pelo o povo brasileiro. Nem adianta tentar assombrar. Agora é Lula Presidente!  

#LulaPresidente #Brasildaesperanca13 https://t.co/XkMjyG946d"
neg,"@colombopcb Você que ainda não sabe, não se decidiu em quem votar em outubro, reflita sobre isso...
Esse é o pacote que vem junto com o Lula."
neg,@rmotta2 Deixa o luladrao falar 👊
neu,VÍDEO: Lula volta a comparar os atos de 7 de Setembro a “reunião da Ku Klux Klan” https://t.co/eqAyJjHaPz
neg,"@requiaooficial Lula e Requião, Simples assim: O Ladrão e o Comparça!"
neg,"@carapanarana As pessoas que morreram na fila do sus nos governos Lula e Dilma? Essa indignação seletiva é péssima, por isso o bolsopetismo fode o Brasil a 20 anos."
pos,"@PastorMalafaia Vc não viu a recepção ao Lula hj em São Gonçalo. Aqui os crentes, incluindo seus assembleianos, e outras correntes estão totalmente apoiando o Lula.  Aqui só pra constar, somos mais de 300 mil eleltieores."
neu,Presidenciáveis repudiam o assassinato de apoiador de Lula por defensor de Bolsonaro em MT https://t.co/VkYrvcxWkt
pos,@ThiagoResiste @LulaOficial ESTOU COM LULA
pos,"@jairbolsonaro O senhor não se toca que também já foi presidiário? Diferente do Lula, você foi por justa causa"
neg,"@TheEconomist Que absurdo. Bolsonaro defende as pessoas, é contra o aborto e drogas, defende a liberdade. LULA É  CORRUPTO."
neg,"@dramayraoficial @jairbolsonaro Basta comparar os vídeos do Bolsonaro, dia 7, com um discurso Patriota em favor da liberdade com o do  Lula, dia 8, com falas racistas, de ódio e separatistas. Tá fácil escolher um lado pra defender. Bolsonaro Patriota que defende a liberdade e igualdade de todos os brasileiros!"
neg,"@KatiaBarros @l49797099727 A senhora sabe que os políticos com maiores envolvimentos com rachadinhas são do MDB e PT ?? Melhor pesquisar um pouco antes de sair falando. Lula e seus R$66 MILHÕES de reais pra gastar esse ano não é MAMATA ?

#BolsonaroReeleitoEm2022"
neu,"ENQUETE – OS PINGOS NOS IS – Você acha que Lula foi preso injustamente, como disse Alckmin? https://t.co/cMa1qoFph2"
neu,Mano o lula e o Haddad vem aqui na rua de casa amanhã
neg,"@AnaPaulaVolei  o Lula fala do 7 de setembro como se em seu governo e da Dilma eles tivessem dado a importância e o devido valor a esse dia, tão importante e símbolo para o nosso país.  

Antigamente o 7 de setembro era apenas mais um feriado!"
neu,Ciro Gomes critica Lula por associar apoiantes de Bolsonaro ao Ku Klux Klan https://t.co/LOLyJCHBtu
neu,"@klebresende @PqtVas @leitura_somente @monicabergamo Faria. Mas ele nunca foi presidente.
Presidente foi Lula que saiu alocando o PTB no governo."
neu,"Quero que Bolsonaro e Lula se fodaaaa, estou ansiosa pelo jogo da libertadores 😥❤️🖤"
neg,"Lula tá maluquinho já, tá chamando o povo de terrorista agora... Kkkkk"
neg,"@ivaniltonjr @KimKataguiri O imbecil lambe bolas de corrupto miserável, Lula admira o adolf"
neg,Lula achou o cuscus can. Como pode existir ser tão desprezível https://t.co/gRvWMzXlNg
pos,"eu lendo isso quando tem duas bandeira imensa do lula pendurada na varanda aqui do ap (não, não fui eu e o ap não é meu) https://t.co/EJ8k6k7QlS"
pos,@cesarcrfk É só votar no lula!! Ai acaba logo no primeiro turno
neu,@cirogomes Com vcs Bolsonaro e Lula: https://t.co/Dumz3BYlS3
pos,eu preciso que o lula ganhe e baixe as passagens de aviao pra sp urgentemente
pos,o lula tirando o brasil da fome antes da posse
neg,@dourado2307 @ketquel @NeusaLCampos Quem vota no lula é tão bandido quanto ele... não vem com conversa mole que é vagabundo igual
neu,Scaff fica indignado com fala de Lula que compara ato de Bolsonaro a Ku ... https://t.co/jsKYuloI1m via @YouTube
neg,"@jorgeiggor O Lula? 
Não, ele não é normal
É um bandido"
neg,"@jandira_feghali Que 💩 
Tomou da água do Lula foi ? 😂😂😂😂

#LulaNaCadeia 
#PTNuncaMais 
#BolsonaroReeleitoEm2022 🇧🇷"
pos,Tirem dúvidas e assistam o q nós do PT temos a oferecer #Votem13 https://t.co/Wa5W7cDsQS
pos,@ThiagoResiste @LulaOficial ESTOU COM LULA
neg,"@GugaNoblat Se o Brasil fosse sério lula não seria candidato e se a mídia fosse seria vc não seria contratado, vc não vale nada"
neu,Ciro Gomes critica Lula por associar apoiantes de Bolsonaro ao Ku Klux Klan https://t.co/wDmFY363DV
neg,"@LulaOficial Agora é o rabo abanando o cachorro kkkk
Falar sobre honestidade o maior salafrários da história deste.
Nunca na história deste país terá um ""honesto"" como luladrao kkkk"
neg,O ladrão ta perdido! Derrete Lula! https://t.co/GOgWyPrIES
neu,"@Arcleysson_48 @iamandrejesus Kkkkkkkkkkk meu Deus, como você é sem argumento! Não sou lula e não tenho problema nenhum em dizer isso, mas em Bolsonaro eu não voto, ele vai totalmente contra oq acredito!"
neg,@cena173 @ThiagoResiste @LulaOficial Lula na cadeia 🐀🐀🐀🐀🐀🐀 https://t.co/j9GLEXksmn
neu,"Apoiador de Bolsonaro deu ao menos 15 facadas e tentou decapitar defensor de Lula, diz delegado | Mato Grosso | G1 https://t.co/JrFGndZPuI"
neu,"minha bolha (trabalho, amigos) fora da minha família é só lula, agora família e igreja (maioria) é o bolso https://t.co/X0GsSDQFMX"
neg,"@cartacapital Desde quando o Lula se preocupa com voto de evengélico e cristão? agora até a bandeira querem valorizar. Ora, quem não conhece compra."
pos,"@LulaDilma13 @Trom_Petista Que espetáculo!
Nem precisa a presença 
Física de LULA!
LULA HABITA  Coracao
DO POVO!
OLE,OLE, OLA!
LULA, LA!
FÉ  E ALEGRIA DO POVO.
QUERENDO, BRASIL FELIZ!
#LulaNo1ºTurno"
pos,Vou Com Lula Pelo Brasil https://t.co/hLupxCS8wJ
neu,"Assassinato em MT: Lula cobra investigação ‘para ver se tem ordem e se é estratégia de política’

https://t.co/PC6c0hvrBY"
neg,@OGloboPolitica Luladrão seu lugar é na prisão!
neg,"Segundo Lula, esse menino seria um membro da temida Ku, Klux, Klan? A má índole é tanta, que Lula ofendeu milhões e milhões de brasileiros honestos, que tomaram as ruas para defender a Democracia dos ladrões protegidos pelos “Capas Pretas” com viés autoritário 
@GloboNews https://t.co/HLq7ARfhk1"
neg,O ex-presidente Lula voltou a comparar os atos de apoio à Bolsonaro nesse 7 de setembro com a Ku Klux Klan. “Só faltou o capucho”. Perguntei se ele não achava que isso não poderia acirrar ainda mais os ânimos. Veja a resposta dele: https://t.co/6eEXzBVyJE
neu,"Apoiador de Bolsonaro deu ao menos 15 facadas e tentou decapitar defensor de Lula, diz delegado | Mato Grosso | G1 https://t.co/uJ3Zy7VfYP"
pos,@geraldoalckmin @LulaOficial Lula e Alckmin devolvendo a esperança para nós brasileiros!
pos,"@MilVezes4 Sou santista ,mas não é pôr isso que não apoio e voto no Lula 13 🚩🚩🚩🚩 para presidente primeiro turno salvação do Brasil dos brasileiros https://t.co/csg1IoRC7i"
neg,"@LulaOficial Quem é o pai da mentira?
A) diabo 😈;
B) LULA;
C) REDE GLOBO;
D) FOLHA DE SÃO PAULO;
E) ESQUERDISTA
F) TODAS AS RESPOSTA"
pos,"2002: Brasil campeão do mundo e Lula eleito. 

2022: Brasil campeão do mundo e Lula eleito. 
🤞🤞🤞 https://t.co/mcJwlpmEv0"
neu,"@Matsia_ @gustavocanalhao Quando Janones decidiu cancelar sua candidatura à presidência e apoiar Lula, o primeiro twitte do Malafaia 🌹 foi insinuando que Janones estava vendendo o apoio a troco de cargos.
Normalmente as pessoas medem as outras com a própria régua."
pos,@LulaOficial Vamas juntos Lula 13
neg,"O Lula disse que eu e minha família pertencemos a ku klux klan, isso é mentira e uma falta de respeito a mim, minha família e todos aqueles que participaram das comemorações do 7 de setembro em todo o Brasil e fora dele."
pos,"Junto de versículos da Bíblia, frase: “Não é pecado votar em Lula”, está estampada em panfleto do PT para evangélicos https://t.co/Lo4749Bt6D"
neg,"Luladrão está cego de ódio. Aguardem para breve, troca no time."
neg,@felipeneto Lula de pobre metalúrgico analfabeto a milionário com 2 mandatos de presidente. É um b4ndido
pos,minha professora de inglês hj “yeah! in lula’s government i eaten caviar”
neg,"LULA COMPARA 7 DE SETEMBRO A REUNIÃO DA KU KLUX KLAN. 
PETISTA DIZ QUE FALTOU O CAPUZ PARA MULTIDÃO SE IGUALAR em supremacistas BRANCOS. 
Esse ladrão tem que ser processado  por esse desrespeito com o povo brasileiro,  que fez um ato patriótico  e civilizado. Desespero?"
neu,"Essa galera da bolha lulista não entra em uma sala de aula pra ouvir o que tá rolando com a molecada. Bolsonarismo e antipetismo continuam fortes. Os argumentos de sempre, Lula ladrão e mentiras a favor do Bolsonaro. Mas né, essa gente acha mesmo que vai ganhar no primeiro turno"
pos,"Ainda tinha uma foto do Lula bem grandona sjsjejejejejje depois eles gritaram que porra de Bolsonaro, Bolsonaro aqui não"
neu,"Lula cobra investigação sobre possível ""estratégia política"" por trás de atos de violência https://t.co/GA6hgboqd0"
pos,@ThiagoResiste @LulaOficial ESTOU COM LULA
neu,@requiaooficial Tá falando do Lula?
neu,"@DoraKramer Não defendendo Lula, mas Bolsonaro falou que ia governar para a maioria e falou que as minorias que se retirassem do país. Vc se posicionou contra essa fala na época?"
neu,"@olharavaiano @avaianomilgrau Sim meu amigo, posso não gostar do Bolsonaro e do Lula, queria o impeachment do Bozo e apoiei o impeachment da Dilma, eu tenho bom senso e não tenho ladrão de estimação! E caso no segundo turno fiquem os dois, meu voto é nulo! Que fique claro"
neu,só vota em bolsonaro e lula quem não conhece eu e a @pennaforte_ https://t.co/LT08ZOg3xE
neu,"@brittojr Pq são dois extremos que são exatamente iguais!
O petistas são agressivos igual aos bolsonaristas!
Tudo que o bolsonaro e Lula querem, é ver sangue nessas eleições!"
neu,@MichelePradoBa Ue mas lula devia prever a repercussão de uma fala forte.
neu,Lula faz discurso de derrotado https://t.co/8FoQqZScVn via @YouTube
neu,"📱Lula vê intolerância e ódio em assassinato de apoiador por bolsonarista em MT:

Lula usou termos como intolerância, ódio e selvageria ao se referir nesta sexta (9/9) ao assassinato de um apoiador por um bolsonarista um dia antes em Mato Grosso. https://t.co/UflP616kAo"
neu,Lula compara atos de 7 de Setembro a “reunião da Ku Klux Klan” #CNNBrasil | notícias da @CNNBrasil https://t.co/Gn4ClUnFFe
neu,"cheguei no rio 
vim tomar cerveja no bar do omar 
e SIMPLESMENTE a janja mulher do lula do meu lado"
neu,"@Rejaneaandreia @sustrindade Não faz o menor sentido, ele vive denunciando a corrupção e os absurdos do governo do Bolsonaro. Eu também vou votar no lula por questão estratégica contra o fascismo, mas esse tipo de acusação é ridícula."
neu,"@Jo27090123 @fehfeelsad @CentralEleicoes Oq???? Não sei se começo pelas Fakenews, ou pela burrice... Aécio não apoia o Ciro, Renan apoia o Lula e Ciro Nogueira apoia o Bolsonaro... E outra, quem tomou o golpe não foi o Ciro, foi o PT, o ponto é a hipocrisia de gritar golpe em um dia, e no outro abraçar o golpista"
neu,"@fabiofaria Lula se equivocou, não há dúvidas. O que estava ali era a Casa Grande brasileira, na sua mais completa tradução."
neu,E o lula que passou lá na frente do trabalho kkkk
neu,Scaff fica indignado com fala de Lula que compara ato de Bolsonaro a Ku ... https://t.co/nEmIZvGuyG via @YouTube
neu,Lula conversa com a imprensa no Rio de Janeiro https://t.co/BWtJPBChEp via @YouTube
neu,@carvalhogisa @LulaOficial @JanjaLula @ricardostuckert imagino o tanto de grito que o lula ouviu esse dia
neg,@simonetebetbr @cirogomes Será que nós já  esquecemos que a sra. esteve com as duas mãos na origem de tudo isso?
neg,@simonetebetbr @cirogomes Essa Simone pensa que ninguém nota a cobrança dela sobre o Minto e o Ladrao não é cobrado por que?
pos,"INÚTIL É TODO DESPOTA .
SOU ANTIPETISTA.
ANISTIA NUNCA MAIS.
SIMONE TEBET PRESIDENTE DECENTE 🌹
QUE VENHA A DEMOCRACIA.🇧🇷👏🏻👏👏🏼👏🏾👏🏿 https://t.co/AMEwQsdqPF https://t.co/xUPiWmcQjC"
neu,"@cirogomes Você tinha meu voto mas mudei de opinião por que vc quer bater no Lula, Tebet enquanto o alvo tem que ser o genocida. O alvo de todos tem ser ele. Quem vai ganhar depois vê as um de vocês. O mais importante nessa eleição é combater o fascismo e esse governo de ódio."
neu,"Quem será o novo Amoedo esse ano?
Ciro , Tebet ou Soraya? https://t.co/4N5lGtGHTW"
neu,"Meu palpite sobre o resultado das eleições, 1° turno, votos válidos, considerando as últimas pesquisas e o rebuliço das redes.

Lula - 56%
Bolsonaro - 31%
Tebet - 5%
Ciro - 4%

Ciro perderá votos para o voto útil em Lula. Tebet ganhará votos de bolsonaristas arrependidos."
neg,@aeciodepapelao Cuidado na Tebet não. Digué nada...haha
neu,"@VovoMafalda6 @J_LIVRES Mas será que o PT tem culpa do fracasso de todos os candidatos em todas as eleições? Não entendo isso. Marina não conseguiu ir para o 2o turno, hoje Ciro e Tebet também não vão. A campanha do Ciro é muito ruim e ele não tem carisma. Na real, sem PT, Bozo tava eleito em 1o."
neg,"@Crisoshima @simonetebetbr @cirogomes Fodasse!!!
Todos os dias morrem LOLISTAS e Bozistas
Vai-te catar mulher!!!
Vai passear o cão."
